オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス,氏名,ひらがな,生年月日,性別,都道府県,商品名,カテゴリ,サブカテゴリ,色,サイズ,定価
202008270011-1,2020-08-27,C00000661,SW-BMGS,1,15900,2020-08-27,,配達済み,山崎 友香子,やまざき ゆかこ,1972-10-18,女,東京都,Men Gray セーター B S,トップス,Men,Gray,S,15900
202008270026-2,2020-08-27,C00001988,NI-CWBL,1,12400,2020-09-03,,配達済み,鈴木 明日香,すずき あすか,1989-11-27,女,北海道,Women Black ニット C L,トップス,Women,Black,L,12400
202008270001-1,2020-08-27,C00000221,PA-BMBL,2,40000,2020-08-27,,配達済み,武山 正和,たけやま まさかず,2005-10-27,男,東京都,Men Black パンツ B L,ボトムス,Men,Black,L,20000
202008270000-1,2020-08-27,C00000178,PA-CWBL,1,14300,2020-09-01,,配達済み,林 詩織,はやし しおり,1992-12-25,女,神奈川県,Women Black パンツ C L,ボトムス,Women,Black,L,14300
202008270003-1,2020-08-27,C00000543,NI-CMBL,1,12300,2020-08-27,,配達済み,辻本 昇,つじもと のぼる,1981-08-24,男,東京都,Men Black ニット C L,トップス,Men,Black,L,12300
202008280001-1,2020-08-28,C00000063,NI-CWWM,1,12400,2020-08-30,,配達済み,花谷 愛,はなたに あい,2000-12-05,女,北海道,Women White ニット C M,トップス,Women,White,M,12400
202008280006-1,2020-08-28,C00000527,HA-BUNN,1,4800,2020-09-04,,配達済み,田中 薫,たなか かおる,1979-06-17,男,東京都,帽子 B,小物,Unisex,,,4800
202008280015-1,2020-08-28,C00002145,TO-AUNN,1,2280,2020-09-04,,配達済み,加賀 陽子,かが ようこ,1982-03-15,女,沖縄県,タオル A,小物,Unisex,,,2280
202008280012-1,2020-08-28,C00001505,SK-AWWS,1,18100,2020-09-05,,配達済み,宮本 裕美,みやもと ゆみ,1982-07-17,女,神奈川県,Women White スカート A S,ボトムス,Women,White,S,18100
202008280008-1,2020-08-28,C00001149,TS-AKWM,1,4300,2020-09-04,,配達済み,川野 恵美,かわの えみ,1987-08-18,女,宮城県,Kids White Tシャツ A M,トップス,Kids,White,M,4300
202008280009-1,2020-08-28,C00001243,PA-AMBM,1,16500,2020-09-02,,配達済み,浅井 哲也,あさい てつや,1995-11-07,男,福岡県,Men Black パンツ A M,ボトムス,Men,Black,M,16500
202008280015-2,2020-08-28,C00002145,HC-BUNN,1,980,2020-09-04,,配達済み,加賀 陽子,かが ようこ,1982-03-15,女,沖縄県,ハンカチ B,小物,Unisex,,,980
202008280013-1,2020-08-28,C00001782,SK-AWBS,1,18100,2020-09-01,,配達済み,千葉 あづさ,ちば あづさ,1980-03-07,女,静岡県,Women Black スカート A S,ボトムス,Women,Black,S,18100
202008280002-1,2020-08-28,C00000173,JA-BMBM,1,19400,2020-09-03,,配達済み,松本 薫,まつもと かおる,1976-07-30,女,新潟県,Men Black ジャケット B M,アウター,Men,Black,M,19400
202008290018-1,2020-08-29,C00001532,SW-CMGM,1,18400,2020-09-01,,配達済み,高橋 正幸,たかはし まさゆき,1998-02-12,男,北海道,Men Gray セーター C M,トップス,Men,Gray,M,18400
202008290001-1,2020-08-29,C00000479,PA-BWWS,1,19800,2020-08-30,,配達済み,安井 啓子,やすい けいこ,1988-08-10,女,北海道,Women White パンツ B S,ボトムス,Women,White,S,19800
202008290019-1,2020-08-29,C00001548,JA-BWBS,1,21000,2020-08-31,,配達済み,三澤 優,みさわ ゆう,1975-09-01,女,長野県,Women Black ジャケット B S,アウター,Women,Black,S,21000
202008290023-1,2020-08-29,C00001774,PA-BWWM,1,19800,2020-09-02,,配達済み,岩佐 和代,いわさ かずよ,1972-07-20,女,兵庫県,Women White パンツ B M,ボトムス,Women,White,M,19800
202008290010-1,2020-08-29,C00001267,TS-CMBM,3,22800,2020-08-30,,配達済み,工藤 一生,くどう いっしょう,1985-06-22,男,静岡県,Men Black Tシャツ C M,トップス,Men,Black,M,7600
202008290000-1,2020-08-29,C00000159,JA-AWGS,1,31900,2020-09-01,,配達済み,堀 智子,ほり ともこ,1996-03-03,女,神奈川県,Women Gray ジャケット A S,アウター,Women,Gray,S,31900
202008290013-1,2020-08-29,C00001271,NI-CWGL,1,12400,2020-08-30,,配達済み,松尾 翔子,まつお しょうこ,1989-01-12,女,東京都,Women Gray ニット C L,トップス,Women,Gray,L,12400
202008290016-1,2020-08-29,C00001460,BP-AUNN,2,20400,2020-08-31,,配達済み,副島 恵美子,そえじま えみこ,1985-03-30,女,大阪府,バックパック A,バッグ,Unisex,,,10200
202008290014-3,2020-08-29,C00001361,PA-BMGL,3,60000,2020-09-01,,配達済み,肥田 裕美,ひだ ゆみ,1985-01-10,女,兵庫県,Men Gray パンツ B L,ボトムス,Men,Gray,L,20000
202008290014-2,2020-08-29,C00001361,PA-AMGM,1,16500,2020-09-02,,配達済み,肥田 裕美,ひだ ゆみ,1985-01-10,女,兵庫県,Men Gray パンツ A M,ボトムス,Men,Gray,M,16500
202008290014-1,2020-08-29,C00001361,TS-AWWL,1,8900,2020-08-31,,配達済み,肥田 裕美,ひだ ゆみ,1985-01-10,女,兵庫県,Women White Tシャツ A L,トップス,Women,White,L,8900
202008290009-1,2020-08-29,C00001217,PA-CWGS,1,14300,2020-08-30,,配達済み,清水 歩,しみず あゆみ,1994-07-07,女,大阪府,Women Gray パンツ C S,ボトムス,Women,Gray,S,14300
202008290025-1,2020-08-29,C00001842,SW-BWGL,2,31800,2020-09-02,,配達済み,楠元 優子,くすもと ゆうこ,1997-02-26,女,東京都,Women Gray セーター B L,トップス,Women,Gray,L,15900
202008290006-1,2020-08-29,C00000776,PA-BWGM,1,19800,2020-08-31,,配達済み,奥津 幸子,おくつ さちこ,1995-05-04,女,東京都,Women Gray パンツ B M,ボトムス,Women,Gray,M,19800
202008290028-1,2020-08-29,C00001842,SW-AWGS,1,17600,2020-09-01,,配達済み,楠元 優子,くすもと ゆうこ,1997-02-26,女,東京都,Women Gray セーター A S,トップス,Women,Gray,S,17600
202008290021-1,2020-08-29,C00001679,BP-AUNN,2,20400,2020-08-31,,配達済み,加藤 徳子,かとう のりこ,1980-12-16,女,神奈川県,バックパック A,バッグ,Unisex,,,10200
202008290007-1,2020-08-29,C00000789,TS-BMWS,1,8700,2020-09-02,,配達済み,長倉 博,ながくら ひろし,1978-06-20,男,宮城県,Men White Tシャツ B S,トップス,Men,White,S,8700
202008290013-2,2020-08-29,C00001271,TS-BWGM,1,7600,2020-08-31,,配達済み,松尾 翔子,まつお しょうこ,1989-01-12,女,東京都,Women Gray Tシャツ B M,トップス,Women,Gray,M,7600
202008300004-2,2020-08-30,C00000047,TS-BWBS,1,7600,2020-09-04,,配達済み,富田 夢,とみた む,1989-07-06,女,神奈川県,Women Black Tシャツ B S,トップス,Women,Black,S,7600
202008300004-3,2020-08-30,C00000047,SK-AWWL,1,18100,2020-09-05,,配達済み,富田 夢,とみた む,1989-07-06,女,神奈川県,Women White スカート A L,ボトムス,Women,White,L,18100
202008300004-1,2020-08-30,C00000047,TO-BUNN,3,6540,2020-09-02,,配達済み,富田 夢,とみた む,1989-07-06,女,神奈川県,タオル B,小物,Unisex,,,2180
202008300013-1,2020-08-30,C00000788,SK-AWGM,1,18100,2020-09-04,,配達済み,佐藤 貴子,さとう たかこ,1974-12-02,女,大阪府,Women Gray スカート A M,ボトムス,Women,Gray,M,18100
202008300011-1,2020-08-30,C00000632,TS-AWBS,1,8900,2020-09-03,,配達済み,新井 佑実子,あらい ゆみこ,1980-12-11,女,東京都,Women Black Tシャツ A S,トップス,Women,Black,S,8900
202008300047-1,2020-08-30,C00002191,TS-BMGS,1,8700,2020-09-05,,配達済み,大塚 秀男,おおつか ひでお,1979-10-11,男,宮城県,Men Gray Tシャツ B S,トップス,Men,Gray,S,8700
202008300011-2,2020-08-30,C00000632,TS-CWBL,1,7600,2020-09-03,,配達済み,新井 佑実子,あらい ゆみこ,1980-12-11,女,東京都,Women Black Tシャツ C L,トップス,Women,Black,L,7600
202008300037-1,2020-08-30,C00001739,HA-AUNN,1,5280,2020-09-02,,配達済み,野中 力,のなか つとむ,2000-05-24,男,東京都,帽子 A,小物,Unisex,,,5280
202008300041-1,2020-08-30,C00001883,VE-AWWL,1,18900,2020-09-07,,配達済み,武山 亜美,たけやま あみ,1996-08-10,女,東京都,Women White ベスト A L,アウター,Women,White,L,18900
202008300016-1,2020-08-30,C00000911,SB-CUNN,1,5890,2020-09-05,,配達済み,渡辺 敦,わたなべ あつし,2004-08-20,男,東京都,ショルダーバッグ C,バッグ,Unisex,,,5890
202008300032-1,2020-08-30,C00001643,TO-AUNN,1,2280,2020-09-01,,配達済み,滝口 佳子,たきぐち よしこ,1994-10-05,女,東京都,タオル A,小物,Unisex,,,2280
202008300009-1,2020-08-30,C00000528,HC-BUNN,1,980,2020-09-03,,配達済み,吉田 等,よしだ ひとし,1985-04-16,男,東京都,ハンカチ B,小物,Unisex,,,980
202008300035-1,2020-08-30,C00001699,HA-AUNN,1,5280,2020-09-03,,配達済み,前田 大介,まえだ だいすけ,1985-12-26,男,北海道,帽子 A,小物,Unisex,,,5280
202008300007-1,2020-08-30,C00000335,PA-CMGS,1,14300,2020-09-06,,配達済み,奥 淳,おく じゅん,1987-04-26,男,東京都,Men Gray パンツ C S,ボトムス,Men,Gray,S,14300
202008300033-1,2020-08-30,C00001668,SK-AWGL,1,18100,2020-09-03,,配達済み,古谷 萌,ふるや もえ,1992-10-28,女,東京都,Women Gray スカート A L,ボトムス,Women,Gray,L,18100
202008300006-1,2020-08-30,C00000319,BP-BUNN,1,9800,2020-09-06,,配達済み,中平 恵,なかひら めぐみ,1990-04-07,女,東京都,バックパック B,バッグ,Unisex,,,9800
202008300008-1,2020-08-30,C00000476,VE-CMGL,1,16800,2020-09-05,,配達済み,伊藤 裕章,いとう ひろあき,1991-11-20,男,大阪府,Men Gray ベスト C L,アウター,Men,Gray,L,16800
202008300002-1,2020-08-30,C00000025,SW-CWBL,1,18400,2020-09-02,,配達済み,古賀 雄大,こが たけひろ,2002-02-09,男,北海道,Women Black セーター C L,トップス,Women,Black,L,18400
202008300034-1,2020-08-30,C00001688,HC-BUNN,1,980,2020-09-03,,配達済み,阿部 忍,あべ しのぶ,1993-08-14,女,岐阜県,ハンカチ B,小物,Unisex,,,980
202008300045-1,2020-08-30,C00001980,SW-BWBM,1,15900,2020-09-05,,配達済み,野島 裕子,のじま ゆうこ,1973-02-18,女,東京都,Women Black セーター B M,トップス,Women,Black,M,15900
202008300019-1,2020-08-30,C00001246,NI-BMWM,1,14500,2020-09-03,,配達済み,松本 美帆,まつもと みほ,1988-10-31,女,東京都,Men White ニット B M,トップス,Men,White,M,14500
202008300024-1,2020-08-30,C00001257,SB-CUNN,1,5890,2020-09-04,,配達済み,太田 真琴,おおた まこと,1975-02-27,女,石川県,ショルダーバッグ C,バッグ,Unisex,,,5890
202008300030-1,2020-08-30,C00001489,NI-BMBL,1,14500,2020-09-02,,配達済み,池内 えり奈,いけうち えりな,1986-11-19,女,東京都,Men Black ニット B L,トップス,Men,Black,L,14500
202008300039-1,2020-08-30,C00001836,SB-BUNN,1,6800,2020-09-06,,配達済み,森 悠太,もり ゆうた,2003-12-08,男,大阪府,ショルダーバッグ B,バッグ,Unisex,,,6800
202008300045-2,2020-08-30,C00001980,TO-AUNN,1,2280,2020-09-05,,配達済み,野島 裕子,のじま ゆうこ,1973-02-18,女,東京都,タオル A,小物,Unisex,,,2280
202008300005-1,2020-08-30,C00000156,PA-BMWS,1,20000,2020-09-05,,配達済み,持木 美孝,もちき よしたか,1976-02-10,男,愛知県,Men White パンツ B S,ボトムス,Men,White,S,20000
202008300038-1,2020-08-30,C00001819,HA-BUNN,3,14400,2020-09-04,,配達済み,牧 あゆみ,まき あゆみ,1973-06-15,女,茨城県,帽子 B,小物,Unisex,,,4800
202008300019-2,2020-08-30,C00001246,HA-AUNN,1,5280,2020-09-03,,配達済み,松本 美帆,まつもと みほ,1988-10-31,女,東京都,帽子 A,小物,Unisex,,,5280
202008300012-1,2020-08-30,C00000728,SK-AWWL,1,18100,2020-09-06,,配達済み,磯山 詩織,いそやま しおり,1976-10-16,女,沖縄県,Women White スカート A L,ボトムス,Women,White,L,18100
202008300044-1,2020-08-30,C00001976,TS-BWBS,1,7600,2020-09-04,,配達済み,石原 紀子,いしはら のりこ,2003-07-23,女,神奈川県,Women Black Tシャツ B S,トップス,Women,Black,S,7600
202008310101-1,2020-08-31,C00002049,CT-BWGM,1,35200,2020-09-03,,配達済み,橋本 希,はしもと のぞみ,2002-08-26,女,東京都,Women Gray コート B M,アウター,Women,Gray,M,35200
202008310086-1,2020-08-31,C00001611,TS-BMBS,1,8700,2020-09-02,,配達済み,佐藤 純,さとう あや,1983-05-05,男,千葉県,Men Black Tシャツ B S,トップス,Men,Black,S,8700
202008310028-1,2020-08-31,C00000638,HA-BUNN,1,4800,2020-09-06,,配達済み,下村 綾子,しもむら あやこ,2004-09-02,女,新潟県,帽子 B,小物,Unisex,,,4800
202008310104-1,2020-08-31,C00002123,PA-CWGM,1,14300,2020-09-04,,配達済み,田丸 由季子,たまる ゆきこ,1973-06-03,女,東京都,Women Gray パンツ C M,ボトムス,Women,Gray,M,14300
202008310101-2,2020-08-31,C00002049,TO-AUNN,1,2280,2020-09-04,,配達済み,橋本 希,はしもと のぞみ,2002-08-26,女,東京都,タオル A,小物,Unisex,,,2280
202008310040-1,2020-08-31,C00000796,TS-CWBM,2,15200,2020-09-03,,配達済み,田内 愛美,たうち めぐみ,1999-11-07,女,東京都,Women Black Tシャツ C M,トップス,Women,Black,M,7600
202008310047-1,2020-08-31,C00000902,PA-CMGL,1,14300,2020-09-05,,配達済み,中村 清美,なかむら きよみ,1997-06-02,女,兵庫県,Men Gray パンツ C L,ボトムス,Men,Gray,L,14300
202008310057-1,2020-08-31,C00001010,PA-AMGS,1,16500,2020-09-06,,配達済み,高橋 浩一,たかはし こういち,2000-01-21,男,東京都,Men Gray パンツ A S,ボトムス,Men,Gray,S,16500
202008310085-1,2020-08-31,C00001600,BP-CUNN,1,12900,2020-09-02,,配達済み,上松 佳乃子,うえまつ かのこ,1998-04-21,女,東京都,バックパック C,バッグ,Unisex,,,12900
202008310077-1,2020-08-31,C00001414,TO-AUNN,2,4560,2020-09-04,,配達済み,安田 有香,やすだ ゆか,1984-10-13,女,東京都,タオル A,小物,Unisex,,,2280
202008310099-1,2020-08-31,C00001953,SK-AWBM,1,18100,2020-09-07,,配達済み,福崎 由佳梨,ふくざき ゆかり,1978-11-05,女,東京都,Women Black スカート A M,ボトムス,Women,Black,M,18100
202008310069-1,2020-08-31,C00001288,BP-CUNN,1,12900,2020-09-02,,配達済み,中西 淳,なかにし じゅん,2005-08-06,男,北海道,バックパック C,バッグ,Unisex,,,12900
202008310054-2,2020-08-31,C00001002,TO-AUNN,1,2280,2020-09-05,,配達済み,本田 美有紀,ほんだ みゆき,1990-04-18,女,東京都,タオル A,小物,Unisex,,,2280
202008310067-1,2020-08-31,C00001242,PA-AMGL,2,33000,2020-09-05,,配達済み,立川 英夫,たちかわ ひでお,1979-04-06,男,東京都,Men Gray パンツ A L,ボトムス,Men,Gray,L,16500
202008310054-1,2020-08-31,C00001002,PA-CWWS,2,28600,2020-09-04,,配達済み,本田 美有紀,ほんだ みゆき,1990-04-18,女,東京都,Women White パンツ C S,ボトムス,Women,White,S,14300
202008310053-1,2020-08-31,C00000940,PA-CWWM,4,57200,2020-09-02,,配達済み,熊谷 みゆき,くまがい みゆき,1981-08-19,女,千葉県,Women White パンツ C M,ボトムス,Women,White,M,14300
202008310019-1,2020-08-31,C00000437,JA-BWBM,1,21000,2020-09-06,,配達済み,山口 綾子,やまぐち あやこ,2002-08-18,女,東京都,Women Black ジャケット B M,アウター,Women,Black,M,21000
202008310044-1,2020-08-31,C00000844,TS-BMGM,1,8700,2020-09-04,2020-08-31,キャンセル,佐治 義昭,さじ よしあき,1989-03-25,男,愛知県,Men Gray Tシャツ B M,トップス,Men,Gray,M,8700
202008310070-1,2020-08-31,C00001307,PA-BWWL,1,19800,2020-09-07,,配達済み,小倉 路子,おぐら みちこ,1990-01-25,女,大阪府,Women White パンツ B L,ボトムス,Women,White,L,19800
202008310027-1,2020-08-31,C00000592,SB-CUNN,1,5890,2020-09-05,,配達済み,滝野 博,たきの ひろし,2000-07-24,男,愛知県,ショルダーバッグ C,バッグ,Unisex,,,5890
202008310036-1,2020-08-31,C00000705,HA-AUNN,4,21120,2020-09-03,,配達済み,森 みき,もり みき,1974-03-26,女,東京都,帽子 A,小物,Unisex,,,5280
202008310103-1,2020-08-31,C00002105,TS-BMBS,1,8700,2020-09-03,,配達済み,井上 貴行,いのうえ たかゆき,1981-12-25,男,東京都,Men Black Tシャツ B S,トップス,Men,Black,S,8700
202008310000-1,2020-08-31,C00000079,TO-BUNN,1,2180,2020-09-02,,配達済み,斧田 茂男,おのだ しげお,1985-08-20,男,宮城県,タオル B,小物,Unisex,,,2180
202008310091-1,2020-08-31,C00001842,BP-BUNN,1,9800,2020-09-04,,配達済み,楠元 優子,くすもと ゆうこ,1997-02-26,女,東京都,バックパック B,バッグ,Unisex,,,9800
202008310108-1,2020-08-31,C00002230,SK-AWWL,1,18100,2020-09-04,,配達済み,菊池 佳子,きくち よしこ,1994-01-14,女,福岡県,Women White スカート A L,ボトムス,Women,White,L,18100
202008310020-1,2020-08-31,C00000515,PA-BWBS,2,39600,2020-09-06,,配達済み,加藤 亜希子,かとう あきこ,1980-04-22,女,栃木県,Women Black パンツ B S,ボトムス,Women,Black,S,19800
202008310062-1,2020-08-31,C00001029,JA-AKWS,4,68000,2020-09-04,,配達済み,浅井 裕子,あさい ゆうこ,1974-10-13,女,兵庫県,Kids White ジャケット A S,アウター,Kids,White,S,17000
202008310022-1,2020-08-31,C00000564,HA-BUNN,1,4800,2020-09-05,,配達済み,藤村 理奈,ふじむら りな,1998-01-23,女,京都府,帽子 B,小物,Unisex,,,4800
202008310092-1,2020-08-31,C00001914,TS-CWGS,1,7600,2020-09-05,,配達済み,谷田貝 栞,やたがい しおり,1996-05-09,女,東京都,Women Gray Tシャツ C S,トップス,Women,Gray,S,7600
202008310021-1,2020-08-31,C00000526,TB-BUNN,1,9800,2020-09-05,,配達済み,北原 美香,きたはら みか,1974-01-06,女,東京都,トートバッグ B,バッグ,Unisex,,,9800
202008310001-1,2020-08-31,C00000094,NI-BWBM,2,30200,2020-09-05,,配達済み,鈴木 真理子,すずき まりこ,2001-08-18,女,愛知県,Women Black ニット B M,トップス,Women,Black,M,15100
202008310012-1,2020-08-31,C00000160,SB-BUNN,1,6800,2020-09-04,,配達済み,古川 聖子,ふるかわ せいこ,1975-06-16,女,東京都,ショルダーバッグ B,バッグ,Unisex,,,6800
202008310030-1,2020-08-31,C00000647,SB-BUNN,2,13600,2020-09-02,,配達済み,谷口 美月,たにぐち みづき,1996-01-19,女,埼玉県,ショルダーバッグ B,バッグ,Unisex,,,6800
202008310068-1,2020-08-31,C00001255,NI-AMBM,1,10000,2020-09-08,,配達済み,近藤 澄子,こんどう すみこ,1976-06-27,女,神奈川県,Men Black ニット A M,トップス,Men,Black,M,10000
202008310090-1,2020-08-31,C00001639,PA-AMBL,1,16500,2020-09-05,,配達済み,杉山 大輔,すぎやま だいすけ,1978-11-16,男,北海道,Men Black パンツ A L,ボトムス,Men,Black,L,16500
202008310059-1,2020-08-31,C00001024,HA-AUNN,1,5280,2020-09-06,,配達済み,小川 綾,おがわ あや,2001-05-27,女,沖縄県,帽子 A,小物,Unisex,,,5280
202008310017-1,2020-08-31,C00000346,SK-AWGL,3,54300,2020-09-04,,配達済み,大平 奈々子,おおひら ななこ,1992-12-15,女,秋田県,Women Gray スカート A L,ボトムス,Women,Gray,L,18100
202008310018-1,2020-08-31,C00000348,NI-AMWM,1,10000,2020-09-05,,配達済み,水口 健吾,みずぐち けんご,1974-01-01,男,沖縄県,Men White ニット A M,トップス,Men,White,M,10000
